School,City,State,County,Latitude,Longitude
Bais Medrash Mayan Hatorah,Lakewood,NJ,Ocean ,40.107414,-74.204332
Allgood Beauty Institute,Frisco,TX,Collin ,33.15731,-96.804131
Ray J's College of Hair,Baton Rouge,LA,East Baton Rouge Parish,30.464941,-91.111011
Delta Designs Cosmetology School,Wynne,AR,Cross ,35.232221,-90.785831
Gwinnett Institute,Orlando,FL,Orange ,28.571233,-81.208356
Career Quest Learning Center-Mt. Pleasant,Mount Pleasant,MI,Isabella ,43.580687,-84.768341
Kansas City University of Medicine and Biosciences-Joplin,Joplin,MO,Jasper ,37.057686,-94.527028
Manuel and Theresa's School of Hair Design,Brenham,TX,Washington ,30.176143,-96.387591
Cincinnati School of Barbering & Hair Design Inc,Cincinnati,OH,Hamilton ,39.206754,-84.582563
L Makeup Institute,Las Vegas,NV,Clark ,36.166597,-115.286321
Peloton College,Arlington,TX,Tarrant ,32.758324,-97.092451
Northern Technical College,Pine Bluff,AR,Jefferson ,34.214189,-91.979767
Maine Media College,Rockport,ME,Knox ,44.193709,-69.076508
Purdue University Global-St. Louis,St. Louis,MO,St. Louis ,38.690763,-90.449121
Purdue University Northwest,Hammond,IN,Lake ,41.584324,-87.474236
Ross Medical Education Center - Kalamazoo,Kalamazoo,MI,Kalamazoo ,42.290629,-85.651779
Ross College-Canton,Canton,OH,Stark ,40.844938,-81.429021
Ross College-Grand Rapids North,Grand Rapids,MI,Kent ,43.035323,-85.629017
East-West University,Keshena,WI,Menominee ,44.88177,-88.631351
American Institute-Somerset,Somerset,NJ,Somerset ,40.55089,-74.544122
Platt College-Anaheim,Anaheim,CA,Orange ,33.809417,-117.878211
Advantage Career Institute,Eatontown,NJ,Monmouth ,40.279075,-74.049694
Bull City Durham Beauty and Barber College,Durham,NC,Durham ,35.989115,-78.889993
Fortis College-Cutler Bay,Cutler Bay,FL,Miami-Dade ,25.585653,-80.363995
Yeshiva Kollel Tifereth Elizer,Brooklyn,NY,Kings ,40.637096,-73.992171
Strand Institute of Beauty & Esthetics,Portland,TX,San Patricio ,27.878924,-97.319593
Arkansas Welding Academy,Jacksonville,AR,Pulaski ,34.883474,-92.139911
Unitech Training Academy-Baton Rouge,Baton Rouge,LA,East Baton Rouge Parish,30.417257,-91.063026
National American University-Garden City,Garden City,KS,Finney ,37.970526,-100.849205
National American University-Career Point College Teachout Site,San Antonio,TX,Bexar ,29.493372,-98.551158
Empire Beauty School-Tampa,Tampa,FL,Hillsborough ,27.941959,-82.338274
Empire Beauty School-Lakeland,Lakeland,FL,Polk ,28.108318,-81.973025
Advanced College-Stockton,Stockton,CA,San Joaquin ,38.025552,-121.29453
Galen College of Nursing-ARH,Hazard,KY,Perry ,37.285896,-83.205298
The Chicago School of Professional Psychology at San Diego,San Diego,CA,San Diego ,32.718575,-117.167054
Tricoci University of Beauty Culture-Janesville,Janesville,WI,Rock ,42.679712,-89.04895
Unlimited Cosmetology School,Hattiesburg,MS,Forrest ,31.325283,-89.304277
Johnny Matthew's Hairdressing Training School,Salem,OR,Marion ,44.941812,-123.038361
The Culinary School of Fort Worth,Fort Worth,TX,Tarrant ,32.724044,-97.428672
Centralia Beauty College,Centralia,WA,Lewis ,46.714769,-122.955164
University of Wisconsin-Milwaukee Flex,Milwaukee,WI,Milwaukee ,43.076848,-87.880488
University of Wisconsin-Parkside Flex,Kenosha,WI,Kenosha ,42.645603,-87.855007
University of Wisconsin Colleges Flex,Madison,WI,Dane ,43.056602,-89.477124
Platt College-Edge Tech Academy,Arlington,TX,Tarrant ,32.708476,-97.060733
Bnos Zion Of Bobov Seminary,Brooklyn,NY,Kings ,40.633353,-73.991157
Carolina Career College,Durham,NC,Durham ,35.880955,-78.851904
ABC Adult School,Cerritos,CA,Los Angeles ,33.878179,-118.070114
ABC Adult School - Cabrillo Lane,Cerritos,CA,Los Angeles ,33.84724,-118.078943
Polytech Adult Education,Woodside,DE,Kent ,39.07213,-75.545942
Blush School of Makeup,San Francisco,CA,San Francisco ,37.794885,-122.399413
Oikos University,Oakland,CA,Alameda ,37.742256,-122.199689
California Institute of Medical Science,Clovis,CA,Fresno ,36.810031,-119.694271
Union Bible College,Westfield,IN,Hamilton ,40.038757,-86.126025
Pets Playground Grooming School,Pompano Beach,FL,Broward ,26.248045,-80.100676
San Bernardino Beauty College,San Bernardino,CA,San Bernardino ,34.110518,-117.285521
Christina and Company Education Center,Lafayette,IN,Tippecanoe ,40.414052,-86.815349
Institute of Medical Ultrasound,Atlanta,GA,Fulton ,33.760209,-84.387059
Mystros Barber Academy,Houston,TX,Harris ,30.014,-95.453049
European Medical School of Massage,Sinking Spring,PA,Berks ,40.319453,-76.008411
Yeshiva Gedolah Tiferes Boruch,North Plainfield,NJ,Somerset ,40.619593,-74.4346
Yeshiva Chemdas Hatorah,Lakewood,NJ,Ocean ,40.063509,-74.229304
Women's Institute of Torah Seminary,Baltimore,MD,Baltimore city,39.361349,-76.699496
Yeshiva Gedolah Keren Hatorah,Lakewood,NJ,Ocean ,40.109281,-74.184418
ICOHS College,San Diego,CA,San Diego ,32.723881,-117.16145
Neo-Esthetique European Institute,San Juan,PR,San Juan Municipio,18.363811,-66.057521
Lehigh Valley Barber School,Bethlehem,PA,Northampton ,40.639992,-75.346918
International Barber College,Chandler,AZ,Maricopa ,33.306101,-111.966375
Brown Beauty Barber School,Bessemer,AL,Jefferson ,33.399873,-86.953134
Rexburg College of Massage Therapy,Rexburg,ID,Madison ,43.812616,-111.80319
Yeshiva Gedolah of Cliffwood,Keyport,NJ,Monmouth ,40.442213,-74.224235
Goshen School of Cosmetology,Cleveland,MS,Bolivar ,33.755417,-90.713781
IBS School of Cosmetology and Massage,Kahului,HI,Maui ,20.892857,-156.462848
UR Beauty & Barber Academy,Sebring,FL,Highlands ,27.535842,-81.503571
Urban Barber College,Concord,CA,Contra Costa ,37.975087,-122.03909
Urban Barber College - San Jose,San Jose,CA,Santa Clara ,37.341714,-121.878398
Yeshivas Emek Hatorah,Howell,NJ,Monmouth ,40.112501,-74.232083
Transitions Career Institute School of Nursing,Flushing,NY,Queens ,40.770561,-73.836391
Suncoast Technical Education Center,Brooksville,FL,Hernando ,28.488302,-82.463419
Stacey James Institute,Parker,CO,Douglas ,39.533193,-104.794689
Meridian University,Petaluma,CA,Sonoma ,38.230878,-122.640029
Seminary Bnos Chaim,Lakewood,NJ,Ocean ,40.098481,-74.246731
"Avenue Academy, A Cosmetology Institute",Albuquerque,NM,Bernalillo ,35.107227,-106.570491
Salon Professional Academy of San Antonio,San Antonio,TX,Bexar ,29.59369,-98.47
Red Lake Nation College,Red Lake,MN,Beltrami ,47.880085,-95.009828
Princess Institute of Beauty,Reedley,CA,Fresno ,36.603678,-119.431745
Vogue International Academy,Houston,TX,Harris ,29.734776,-95.638805
Independent Training & Apprenticeship Program,Sacramento,CA,Sacramento ,38.572171,-121.327728
Victory Career College,Torrance,CA,Los Angeles ,33.854769,-118.291723
Winonah's International School of Cosmetology,Hoover,AL,Jefferson ,33.370224,-86.801546
Yeshiva Gedola Tiferes Yerachmiel,Lakewood,NJ,Ocean ,40.1037,-74.194376
Southeastern Esthetics Institute,Columbia,SC,Richland ,34.000033,-81.039093
Installer Institute,Holly Hill,FL,Volusia ,29.254565,-81.046805
Caris College,Jeffersonville,IN,Clark ,38.326417,-85.710165
Contra Costa Medical Career College,Antioch,CA,Contra Costa ,37.976815,-121.801607
Anousheh School of Hair,Binghamton,NY,Broome ,42.087554,-75.917306
Another Level Barbering and Cosmetology School,Petersburg,VA,Petersburg city,37.228645,-77.403817
The Salon Professional Academy-Georgetown,Georgetown,TX,Williamson ,30.635778,-97.688068
Elite Academy of Hair Design,Bellaire,OH,Belmont ,40.014519,-80.744005
Amslee Institute,Sarasota,FL,Sarasota ,27.379792,-82.43363
Champion Christian College,Hot Springs,AR,Garland ,34.499589,-93.065945
The Continents State University,COLUMBUS,OH,Franklin ,40.054576,-83.073637
D&S School of Cosmetology,Waterford,MI,Oakland ,42.639596,-83.369697
Daniel Morgan Graduate School of National Security,Washington,DC,District of Columbia,38.90343,-77.037434
DSDT,Detroit,MI,Wayne ,42.325621,-83.081501
Houston School of Carpentry,Houston,TX,Harris ,29.741498,-95.344636
Reiss-Davis Graduate Center,Los Angeles,CA,Los Angeles ,34.030844,-118.41001
Skokie Institute of Allied Health and Technology,Glenview,IL,Cook ,42.104655,-87.824591
The University of Tennessee System Office,Knoxville,TN,Knox ,35.952781,-83.925949
GoodFellas Barber College,little rock,AR,Pulaski ,34.724618,-92.321902
Escondido Adult School,Escondido,CA,San Diego ,33.131225,-117.088454
Poway Adult School,Poway,CA,San Diego ,32.978817,-117.035819
Vista Adult School,Vista,CA,San Diego ,33.187334,-117.240253
The Salon Professional Academy-Delray Beach,Delray Beach,FL,Palm Beach ,26.46095,-80.119045
Lynnes Welding Training-Bismarck,Bismarck,ND,Burleigh ,46.756353,-100.754736
Toni & Guy Hairdressing Academy-Idaho,Coeur D'Alene,ID,Kootenai ,47.70594,-116.793653
No Grease Barber School,Charlotte,NC,Mecklenburg ,35.224657,-80.891804
Pima Medical Institute-San Marcos,San Marcos,CA,San Diego ,33.136906,-117.160199
Bryant & Stratton College-Racine,Mount Pleasant,WI,Racine ,42.717969,-87.865106
EDP University of Puerto Rico-Villalba,Villalba,PR,Villalba Municipio,18.109811,-66.505648
National American University-Killeen,Killeen,TX,Bell ,31.101727,-97.742521
Wade Gordon Hairdressing Academy,Amarillo,TX,Potter ,35.183525,-101.934619
Chicago School of Professional Psychology at Dallas,Richardson,TX,Dallas ,32.979753,-96.75721
American Massage & Bodywork Institute,Vienna,VA,Fairfax ,38.926154,-77.244736
KCK Beauty & Barber Academy,Jacksonville,FL,Duval ,30.428106,-81.652099
California College of Barbering and Cosmetology,Stockton,CA,San Joaquin ,38.000656,-121.293756
Texas Tech University Health Sciences Center-El Paso,El Paso,TX,El Paso ,31.771891,-106.43122
Ponce Health Sciences University-Centro Universitario de San Juan,Santurce,PR,San Juan Municipio,18.441175,-66.059619
The College of Health Care Professions-South San Antonio,San Antonio,TX,Bexar ,29.355101,-98.525559
Innovate Salon Academy,Ewing,NJ,Mercer ,40.26517,-74.802873
Chamberlain University-Louisiana,Jefferson,LA,Jefferson Parish,29.962307,-90.152655
Drury University-College of Continuing Professional Studies,Springfield,MO,Greene ,37.218523,-93.286693
Global Medical & Technical Training Institute,Miami,FL,Miami-Dade ,25.779693,-80.225343
Salon Success Academy-West Covina,West Covina,CA,Los Angeles ,34.070568,-117.933801
Indiana Institute of Technology-College of Professions Studies,Fort Wayne,IN,Allen ,41.076613,-85.115424
Advantage Technical College,San Juan,PR,San Juan Municipio,18.454692,-66.081082
Institute of Culinary Education,Pasadena,CA,Los Angeles ,34.144829,-118.139351
Universal Technical Institute-Bloomfield,Bloomfield,NJ,Essex ,40.841102,-74.180997
Gould's Academy,Bartlett,TN,Shelby ,35.206685,-89.795642
Stanbridge University-Los Angeles,Alhambra,CA,Los Angeles ,34.080319,-118.14879
Institute of Lutheran Theology,Brookings,SD,Brookings ,44.308861,-96.789515
Toni & Guy Hairdressing Academy-Rio Rancho,Rio Rancho,NM,Sandoval ,35.241061,-106.677601
Career Quest Learning Center-Bay City Branch,Bay City,MI,Bay ,43.626928,-83.896598
WellSpring School of Allied Health-Springfield,Springfield,MO,Greene ,37.229916,-93.291006
Medical Career College of Northern California,Roseville,CA,Placer ,38.723329,-121.293121
Premiere International College,Fort Myers,FL,Lee ,26.639307,-81.864154
Kenny's Beauty Academy,Arlington,VA,Arlington ,38.886467,-77.103044
American Fitness and Nutrition Academy,Pasadena,CA,Los Angeles ,34.1397,-118.131854
San Diego Global Knowledge University,San Diego,CA,San Diego ,32.708222,-117.154966
Global Tech College,Toledo,OH,Lucas ,41.697492,-83.622983
Bristol School of Hair Design,Bristol,VA,Bristol city,36.605279,-82.192413
McAllen Careers Institute,McAllen,TX,Hidalgo ,26.199744,-98.22256
Central Pennsylvania Diesel Institute,Liverpool,PA,Perry ,40.551071,-76.990343
Bellasa Professional Institute,North Miami,FL,Miami-Dade ,25.890157,-80.183799
PMCA Pittsburgh Multicultural Cosmetology Academy,Pittsburgh,PA,Allegheny ,40.439395,-79.99942
Health and Technology Training Institute,Philadelphia,PA,Philadelphia ,39.950439,-75.164481
Yeshiva of Ocean,Greenfield Park,NY,Ulster ,41.732961,-74.501698
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,NY,Kings ,40.624233,-73.994778
Young Americans College of the Performing Arts,Corona,CA,Riverside ,33.859246,-117.542501
Pro Beauty Academy,Edison,NJ,Middlesex ,40.571036,-74.340019
South Eastern Beauty Academy,Paintsville,KY,Johnson ,37.814789,-82.806325
Ohel Margulia Seminary,Monsey,NY,Rockland ,41.121839,-74.065909
Montana Barber Institute,El Paso,TX,El Paso ,31.763303,-106.265623
Yeshivat Hechal Shemuel,Brooklyn,NY,Kings ,40.611565,-73.963924
Puerto Rico School of Nurse Anesthetists,Hato Rey,PR,San Juan Municipio,18.411332,-66.054156
American Institute of Healthcare & Technology,Stratford,CT,Fairfield ,41.170738,-73.150918
Premier Academy of Cosmetology,McAlester,OK,Pittsburg ,34.941596,-95.766472
Yeshiva Gedolah of Woodlake Village,Lakewood,NJ,Ocean ,40.099738,-74.169645
Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,NJ,Ocean ,40.056542,-74.223022
University of Arkansas eVersity,Little Rock,AR,Pulaski ,34.775996,-92.343582
Careers Institute of America,Dallas,TX,Dallas ,32.9341,-96.838457
Houston Barber School,Houston,TX,Harris ,29.966414,-95.415514
Health-Tech Institute of Memphis,Memphis,TN,Shelby ,35.134385,-90.043086
MIXED Institute of Cosmetology & Barber,Sacramento,CA,Sacramento ,38.495699,-121.43577
Vski Cosmetology School,Charleston,SC,Charleston ,32.798291,-80.031699
Shear Perfection Academy of Cosmetology,Nashville,TN,Davidson ,36.04762,-86.709812
New York Seminary,Brooklyn,NY,Kings ,40.63193,-73.977011
Deluxe Barber College,San Antonio,TX,Bexar ,29.554971,-98.400819
Falcon Institute of Health and Science,Bethlehem,PA,Lehigh ,40.651462,-75.42429
College Unbound,Providence,RI,Providence ,41.80644,-71.412848
Midwest Barber College,Topeka,KS,Shawnee ,39.000284,-95.689254
SANS Technology Institute,Bethesda,MD,Montgomery ,38.991537,-77.097055
Tuana European Beauty Academy,Fort Collins,CO,Larimer ,40.575898,-105.076741
Idaho College of Osteopathic Medicine,Meridian,ID,Ada ,43.594515,-116.376042
Southern Careers Institute-Waco,Waco,TX,McLennan ,31.512387,-97.139246
Elevate Salon Institute,Durham,NC,Durham ,35.993485,-78.898377
Ponce Health Sciences University-St Louis,St. Louis,MO,St. Louis city,38.63271,-90.195676
Lil Lou's Beauty and Barber College-Hammond,Hammond,IN,Lake ,41.611381,-87.521717
Indiana Wesleyan University - Marion Design Co.,Marion,IN,Grant ,40.558683,-85.660138
High Desert Medical College - Temecula,Temecula,CA,Riverside ,33.482846,-117.104588
Columbia College - Waynesville,Waynesville,MO,Pulaski ,37.808116,-92.225847
Columbia College - Naval Base San Diego,San Diego,CA,San Diego ,32.684371,-117.115074
Columbia College - Imperial,Imperial,CA,Imperial ,32.827911,-115.503556
Columbia College - NSB Kings Bay,Kings Bay,GA,Camden ,30.809739,-81.567371
Columbia College - Waynesville,Waynesville,MO,Pulaski ,37.808116,-92.225847
Arizona College-Dallas,Dallas,TX,Dallas ,32.923106,-96.75999
Arizona College-Tempe,Tempe,AZ,Maricopa ,33.403079,-111.965808
Miami Lakes Educational Center and Technical College -,Miami Lakes,FL,Miami-Dade ,25.915514,-80.294424
University of Oklahoma - Nellis Air Force Base,Nellis AFB,NV,Clark ,36.242056,-115.041141
The Salon Professional Academy-Washington DC,Washington,DC,District of Columbia,38.90294,-77.006322
Old Town Barber College - KC,Kansas City,MO,Jackson ,39.034001,-94.413558
Valley College-Cleveland,Cleveland,OH,Cuyahoga ,41.419409,-81.747723
National American University-Kings Bay,Kings Bay,GA,Camden ,30.809739,-81.567371
EDP University of Puerto Rico-Humacao,Humacao,PR,Humacao Municipio,18.150762,-65.82455
EDP University of Puerto Rico-Manati,Manati,PR,Manatí Municipio,18.429431,-66.490949
Relay Graduate School of Education - Indiana,Indianapolis,IN,Marion ,39.798981,-86.13
Hillsdale Beauty College,Coldwater,MI,Branch ,41.954579,-84.998985
Leston College -,Isabela,PR,Isabela Municipio,18.501222,-67.024604
Southern California Health Institute (SOCHI) - North Hollywood,North Hollywood,CA,Los Angeles ,34.173443,-118.370066
Aviator College of Aeronautical Science & Technology - Kissimmee,Kissimmee,FL,Osceola ,28.294988,-81.437449
UEI College-Sacramento,Sacramento,CA,Sacramento ,38.494532,-121.454197
Strayer University - Montgomery Campus,Montgomery,AL,Montgomery ,32.378456,-86.310952
Strayer University - Decatur Campus,Decatur,AL,Morgan ,34.601646,-86.98549
Thomas Aquinas College - New England,Northfield,MA,Franklin ,42.714545,-72.444887
Universal Spa Training Academy - Tyler's Beauty and Spa Academy,Bradenton,FL,Manatee ,27.419654,-82.575152
Porter and Chester Institute - New London,New London,CT,New London ,41.349972,-72.100487
Advanced College - Salida,Salida,CA,Stanislaus ,37.715682,-121.091026
Fortis Institute-Cookeville,Cookeville,TN,Putnam ,36.143291,-85.478765
Paul Mitchell the School-San Jose,San Jose,CA,Santa Clara ,37.332192,-121.891967
Derech Hachaim Seminary,Monroe,NY,Orange ,41.337206,-74.161936
Arizona State University - Yavapai College Prescott Valley Campus,Prescott Valley,AZ,Yavapai ,34.59789,-112.343321
Arizona State University - Pima,Tucson,AZ,Pima ,32.22762,-111.016595
Avenue Five Institute-South Austin Campus,Austin,TX,Travis ,30.221953,-97.756266
Glasgow Caledonian New York College,New York,NY,New York ,40.723346,-74.001699
Guidance College,Houston,TX,Harris ,29.760925,-95.703871
Universal Trinity College,Miami,FL,Orange ,28.563551,-81.389138
Pima Medical Institution-San Antonio,San Antonio,TX,Bexar ,29.488708,-98.540716
Faith Theological Seminary and Christian College,Tampa,FL,Hillsborough ,28.018844,-82.582376
Southwestern Baptist Theological Seminary,Fort Worth,TX,Tarrant ,32.681685,-97.348233
Lotus School of Integrated Professions,Henrico,VA,Henrico ,37.638926,-77.58584
Christ Mission College,San Antonio,TX,Bexar ,29.543412,-98.70699
Esteem Academy of Beauty,South Ogden,UT,Weber ,41.161895,-111.93946
KC Beauty Academy,Los Angeles,CA,Los Angeles ,34.048458,-118.235894
Urshan College,Wentzville,MO,St. Charles ,38.808034,-90.830252
Texas Healthtech Institute,Beaumont,TX,Jefferson ,30.064641,-94.206012
Xtylo Beauty College,Phoenix,AZ,Maricopa ,33.479573,-112.004521
Tonsorial Arts Barber College,Texarkana,TX,Bowie ,33.435351,-94.079302
